episode,reward,entropy,kl_div,variance
0,-6.7226960018277175,4.967375755310059,0.0,nan
1,-5.918800003826618,4.967375755310059,0.0,126.6898193359375
2,-5.726303997635842,4.967374801635742,0.0,129.42079162597656
3,-4.728595997393132,4.9673752784729,0.0,107.58358764648438
4,-5.328032003343106,4.9673752784729,0.0,97.74752807617188
5,-6.128651973605157,4.9673752784729,0.0,106.02601623535156
6,-5.926567986607552,4.9673752784729,0.0,116.92372131347656
7,-5.7294280037283905,4.9673752784729,0.0,108.00115966796875
8,-5.722104001045228,4.9673752784729,0.0,107.2833480834961
9,-6.70930400043726,4.9673752784729,0.0,105.73501586914062
10,-6.327831999957562,4.967375755310059,0.0,109.12194061279297
11,-4.125108000636101,4.9673752784729,0.0,109.0079574584961
12,-6.92212799936533,4.9673752784729,0.0,115.98250579833984
13,-8.716924044489861,4.967374801635742,0.0,108.10295104980469
14,-7.131732028722764,4.967375755310059,0.0,112.72764587402344
15,-6.327124001085759,4.9673752784729,0.0,107.27007293701172
16,-6.51720800101757,4.9673752784729,0.0,108.56397247314453
17,-4.5290560036897665,4.9673752784729,0.0,106.80396270751953
18,-5.327340000867844,4.967375755310059,0.0,109.6385269165039
19,-5.919979996979237,4.9673752784729,0.0,108.61986541748047
20,-6.128996056318284,4.9673752784729,0.0,110.43893432617188
21,-7.519444002211095,4.967375755310059,0.0,109.20358276367188
22,-5.9248000010848045,4.9673752784729,0.0,106.8102798461914
23,-6.326139958202839,4.967374801635742,0.0,106.10501098632812
24,-6.917052000761032,4.967375755310059,0.0,110.31295776367188
25,-5.925028003752232,4.9673752784729,0.0,107.78355407714844
26,-5.930743999779224,4.9673752784729,0.0,105.85806274414062
27,-5.328719997406006,4.967374801635742,0.0,106.7738265991211
28,-6.918860003352165,4.967375755310059,0.0,108.7433090209961
29,-5.525507999956608,4.967375755310059,0.0,108.81625366210938
30,-7.3344639703631405,4.967375755310059,0.0,105.28128814697266
