episode,reward,entropy,kl_div,variance
0,7.489564016461372,4.968459606170654,-1.7768272755347425e-06,130.04998779296875
1,9.89953992664814,4.968459606170654,-1.7481861505075358e-06,110.19737243652344
2,7.785020011663438,4.968459129333496,3.3700782751111547e-06,110.09654235839844
3,10.920452004671096,4.968459606170654,2.8135168577136938e-06,101.08979034423828
4,9.054763981699944,4.968459129333496,-8.824004993357448e-08,105.19798278808594
5,12.260099947452545,4.968459129333496,-5.650803132084548e-07,122.86581420898438
6,10.22872801721096,4.968459129333496,7.094710099408985e-07,120.55538940429688
7,9.267847847938537,4.968459129333496,-5.298077667248435e-06,101.1078872680664
8,9.930071932077409,4.968459129333496,-1.427649976903922e-06,108.76092529296875
9,8.743684148788452,4.968459129333496,-2.3666812012379523e-06,112.77438354492188
10,7.269103918969631,4.968459129333496,3.0565370252588764e-06,101.40892028808594
11,11.861095830798149,4.968459129333496,9.495747690380085e-07,106.24248504638672
12,9.877964007854462,4.968459129333496,1.7953502720047254e-06,115.60983276367188
13,7.6957279473543165,4.968459129333496,-1.0261996976623777e-06,104.93451690673828
14,8.02218795120716,4.968459129333496,-4.923137453261006e-07,114.35034942626953
15,10.307704009115696,4.968459129333496,2.0102281723666238e-06,107.9139404296875
16,13.18891590833664,4.968459129333496,4.3065483623649925e-07,108.0426254272461
17,10.392508018016816,4.968459129333496,3.976520929427352e-06,110.39241027832031
18,9.748968049883842,4.968459129333496,4.581404027703684e-06,118.08726501464844
19,10.234432066977025,4.968459129333496,2.0317675080150366e-06,109.91424560546875
20,10.89883188083768,4.968459129333496,-1.0368041785113746e-06,108.71975708007812
