episode,reward,entropy,kl_div,variance
0,2.581103338301182,4.9671807289123535,-2.9287137904388677e-43,105.31541442871094
1,2.5224414321780206,4.96718168258667,1.1630777253895982e-43,105.69096374511719
2,2.7553832802176474,4.967181205749512,-3.2229864679470793e-44,112.00994873046875
3,3.0038101997971536,4.9671807289123535,-1.2611686178923354e-44,108.35192108154297
4,2.7839378505945205,4.967181205749512,1.485376372184306e-43,110.89569854736328
5,2.7818643841147424,4.9671807289123535,2.129973665773722e-43,108.57318115234375
6,2.792875574529171,4.967181205749512,2.634441112930656e-43,111.58476257324219
7,2.7882841554284097,4.967181205749512,1.2191296639625909e-43,106.6892318725586
8,2.7572525084018706,4.967181205749512,3.433181237595802e-43,109.00118255615234
9,2.81009211063385,4.967181205749512,2.396220373995437e-43,110.40423583984375
10,2.7897908133268357,4.967181205749512,2.0879347118439774e-43,107.96624755859375
