episode,reward,entropy,kl_div,variance
0,0.7584999680519102,4.967855930328369,-1.1773760613812735e-16,nan
1,1.367027962207794,4.967855930328369,-1.692402665907328e-16,170.4296875
2,3.086127972602844,4.967855930328369,-3.1379735120631996e-17,107.08724212646484
3,1.3152040481567382,4.967855930328369,-1.2790965127148384e-16,102.0703125
4,2.904019963741302,4.967855930328369,-6.75484952633663e-17,106.51478576660156
5,1.1322880506515502,4.967855930328369,1.4678407650898407e-17,122.21614074707031
6,1.1110640287399292,4.967855930328369,-1.2039304119287978e-16,109.96891784667969
7,1.1608720541000366,4.967855930328369,4.421138760775064e-17,122.10624694824219
8,4.514463889598846,4.967855930328369,-7.914205358811762e-17,105.29598999023438
9,1.3269360303878783,4.967855930328369,-4.838521855596256e-17,109.5611343383789
10,2.8070200085639954,4.967855930328369,-2.307201115854344e-17,114.09799194335938
11,2.8843880414962766,4.967855930328369,4.294073230775078e-17,117.03913879394531
12,0.933184027671814,4.967855930328369,3.2176879150782e-17,111.42440795898438
13,3.263755965232849,4.967856407165527,-1.4302194327780714e-17,107.62366485595703
14,1.7422640204429625,4.967855930328369,-3.519268040247683e-17,105.65494537353516
15,2.0953840255737304,4.967855930328369,4.924830190902768e-19,112.01437377929688
16,1.1026119112968444,4.967856407165527,-5.474688928481803e-17,111.8519515991211
17,6.029147994518279,4.967855930328369,-4.9527965263482116e-17,118.64254760742188
18,1.5654520034790036,4.967855930328369,-2.9974408199463605e-17,110.453857421875
19,0.7511479735374449,4.967855930328369,4.314529872612609e-19,113.30662536621094
20,1.2936920166015624,4.967855930328369,-2.5670359170501138e-17,106.05966186523438
21,1.338744008541107,4.967855930328369,-1.2450127837287747e-17,106.8989486694336
22,6.324835920333862,4.967855930328369,5.227942771554583e-18,107.88885498046875
23,6.211927819252014,4.967855930328369,-8.727442849523474e-18,117.01541137695312
24,1.3669920206069945,4.967855930328369,2.8518404885247766e-17,108.17888641357422
25,2.484071910381317,4.967855930328369,1.1859838517280106e-17,108.74913787841797
26,0.924839973449707,4.967855930328369,5.918821803542041e-18,108.68318939208984
27,0.5849399924278256,4.967855930328369,4.063333845881371e-17,108.13578796386719
28,0.9545560479164124,4.967855453491211,-9.956225439735284e-18,104.30152893066406
29,2.361480093002319,4.967855930328369,1.1095966172908824e-17,109.13703918457031
30,0.9560880064964294,4.967855453491211,8.725634632704433e-18,108.59619140625
31,1.3008079767227172,4.967856407165527,3.213964278832731e-17,108.94949340820312
32,0.914680004119873,4.967855930328369,4.0897240507081405e-18,105.57234954833984
33,1.2880280256271361,4.967854976654053,1.2596577683198423e-17,110.36231994628906
34,2.5075999975204466,4.967855930328369,3.12550161365937e-17,107.07372283935547
35,2.808184039592742,4.967855930328369,3.233539011720431e-17,110.34976959228516
36,1.337223970890045,4.967855930328369,3.997283143096767e-17,102.99647521972656
37,4.621324098110199,4.967855930328369,3.436767362057359e-17,107.0134506225586
38,7.125651812553405,4.967855930328369,1.4031223193998143e-17,108.19485473632812
