episode,reward,entropy,kl_div,variance
0,0.9386599659919739,4.966819763183594,4.3693258336546296e-26,nan
1,-0.04387998580932617,4.966819763183594,2.1746775093260514e-25,73.69999694824219
2,-0.0891680121421814,4.966820240020752,-3.5898673492369954e-25,104.63666534423828
3,0.7517199516296387,4.96682071685791,3.6089588308492336e-26,113.82300567626953
4,-0.01380002498626709,4.966819763183594,-2.0724359591097178e-25,99.5560073852539
5,0.15174795389175388,4.966819763183594,1.1697925918885053e-25,114.67332458496094
6,-0.25182403326034564,4.966819763183594,9.048653665240904e-26,103.44428253173828
7,-0.6392040014266969,4.966819763183594,2.907727121800259e-26,118.48500061035156
8,-0.03763604164123535,4.96682071685791,2.315477101475391e-25,108.06867218017578
9,-0.28319997787475604,4.966819763183594,-2.2640049134858513e-25,101.54854583740234
10,0.3188159704208373,4.966820240020752,1.049622698486827e-25,113.91265106201172
11,3.2162200331687916,4.966819763183594,2.4604209250865022e-25,109.44072723388672
12,1.365659892559051,4.966819763183594,6.329154918402201e-26,109.2055435180664
13,0.7830919623374935,4.966819763183594,2.3271468194539384e-25,109.98041534423828
14,0.3479280114173888,4.966819763183594,3.4020940484101393e-25,108.44143676757812
15,-0.46410794258117694,4.966820240020752,3.778082412170775e-25,102.71253967285156
16,0.16856403350830051,4.966819763183594,2.4949441900083354e-25,115.43795013427734
17,0.33975597620010367,4.966819763183594,2.7138839060862764e-25,112.22549438476562
18,0.1206119775772092,4.966819763183594,1.3731932272477897e-25,106.62017059326172
19,-0.42104400396347064,4.966819763183594,1.688607427286833e-25,107.85115051269531
20,-0.22518403530120867,4.9668192863464355,2.5235098294625198e-25,106.87479400634766
21,0.37738397121429434,4.966819763183594,4.140239825591591e-25,106.53007507324219
