episode,reward,entropy,kl_div,variance
0,9.873355916142463,4.967713832855225,-2.1992434540152317e-06,100.66041564941406
1,10.910675889253616,4.967713832855225,-4.667468147090403e-06,103.4417724609375
2,10.24672794342041,4.967713832855225,2.194089354645712e-08,103.35545349121094
3,12.30704008936882,4.967713832855225,-1.5286240113709937e-06,107.95172119140625
4,8.292423948645592,4.967713832855225,-2.9352518140512984e-06,92.65599822998047
5,10.168095934391022,4.967713832855225,-2.4853620743670035e-06,113.9010009765625
6,10.183339971303939,4.967713832855225,-5.637122058033128e-07,105.35768127441406
7,13.445423936843872,4.967713832855225,1.0953272067126818e-08,101.73062133789062
8,10.17584410905838,4.967713832855225,3.1921044865157455e-06,113.22006225585938
9,12.5973198980093,4.967713832855225,6.345509518723702e-06,117.02934265136719
10,9.208311970531941,4.967713832855225,4.378241101221647e-06,97.10893249511719
11,15.28001607656479,4.967713832855225,6.454462891269941e-06,112.01825714111328
12,13.32503188252449,4.967713832855225,2.0768788999703247e-07,128.06692504882812
13,9.44829592704773,4.967713832855225,-2.1902110347582493e-07,111.69608306884766
14,10.198059895634652,4.967713832855225,3.351360874148668e-06,111.66607666015625
15,7.316639915108681,4.967713832855225,4.944854481436778e-06,102.19012451171875
16,12.55647194981575,4.967713832855225,8.482838893542066e-07,106.68623352050781
17,9.25913201570511,4.967713832855225,6.20411810814403e-08,105.18754577636719
18,7.707232159376145,4.967713832855225,9.848022273217794e-07,115.28627014160156
19,12.552295970916747,4.967713832855225,6.731368102919078e-07,102.31855773925781
20,10.63566392660141,4.967713832855225,5.427283667813754e-06,101.39723205566406
21,8.478251960873603,4.967713832855225,3.854134774883278e-06,102.50765991210938
22,10.86153976917267,4.967713832855225,6.783100161555922e-06,103.51179504394531
23,12.418503990769386,4.967713832855225,4.528921181190526e-06,117.58972930908203
24,11.330392044782638,4.967713832855225,7.1885233410284854e-06,113.74629211425781
25,7.166668052971363,4.967713832855225,6.385403139574919e-07,98.67811584472656
26,12.425468015670777,4.967713832855225,3.036648195120506e-06,113.75029754638672
27,13.395435932278634,4.967713832855225,3.819859557552263e-07,103.1343002319336
28,11.172643804550171,4.967713832855225,-3.040326419068151e-06,98.6788330078125
29,9.280571991205216,4.967713832855225,5.169517862668727e-07,104.39244079589844
30,11.467827922105789,4.967713832855225,2.5843505682132673e-06,110.14012908935547
31,11.738115973770618,4.967713832855225,6.106940872996347e-06,101.90704345703125
32,11.738767790794373,4.967713832855225,5.923674052610295e-06,102.20708465576172
33,8.65182009935379,4.967713832855225,7.166886916820658e-06,120.88138580322266
34,11.591395884752274,4.967713832855225,5.351134859665763e-06,104.65473937988281
35,10.449060022830963,4.967713832855225,6.6888796936837025e-06,99.240478515625
36,9.102919843792915,4.967713832855225,1.1270207323832437e-05,105.55764770507812
37,11.108432069420815,4.967713832855225,5.309420885168947e-06,106.2118911743164
38,9.5234360948205,4.967713832855225,1.4194813502399484e-06,113.18913269042969
39,8.841047969460487,4.967713832855225,-1.3947363868282991e-06,108.88986206054688
40,10.889951953291893,4.967713832855225,-8.723432642909756e-07,110.10916137695312
41,8.943695977330208,4.967713832855225,-5.371207407733891e-07,110.88152313232422
42,11.735820001363754,4.967713832855225,2.8966712761757663e-06,112.1481704711914
43,7.490755872428417,4.967713832855225,-5.837841854372527e-07,99.05575561523438
44,12.052891951799392,4.967713832855225,4.529310899670236e-06,115.27684020996094
45,10.017687973380088,4.967713832855225,5.306773346092086e-06,107.06057739257812
46,8.4105918943882,4.967713832855225,5.993743798171636e-06,114.34607696533203
47,9.510327890515327,4.967713832855225,3.0686128411616664e-06,98.89888763427734
48,10.25785203129053,4.967713832855225,2.6598381737130694e-06,112.15208435058594
49,9.793688061833382,4.967713832855225,1.9302149212307995e-07,111.21034240722656
50,12.149687695503236,4.967713832855225,1.0032713362306822e-05,106.24995422363281
