Project,Coverage > -95dBm (%),Coverage > -100dBm (%),Num_Transmitters,Reward,Output_File
libya_tile_square_centroid_100_159,91.64370727539062,91.64370727539062,21,"tensor(0.6878, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_159\deployed_transmitters_20250902_105333.csv
libya_tile_square_centroid_100_160,93.40325927734375,93.40325927734375,17,"tensor(0.5148, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_160\deployed_transmitters_20250902_105333.csv
libya_tile_square_centroid_100_161,91.87327575683594,91.87327575683594,15,"tensor(0.6186, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_161\deployed_transmitters_20250902_105333.csv
libya_tile_square_centroid_100_162,93.40325927734375,93.40325927734375,21,"tensor(0.5895, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_162\deployed_transmitters_20250902_105334.csv
libya_tile_square_centroid_100_163,91.94214630126953,91.94214630126953,21,"tensor(0.6681, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_163\deployed_transmitters_20250902_105334.csv
libya_tile_square_centroid_100_164,91.66667175292969,91.66667175292969,18,"tensor(0.6561, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_164\deployed_transmitters_20250902_105334.csv
libya_tile_square_centroid_100_165,93.44988250732422,93.44988250732422,18,"tensor(0.6028, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_165\deployed_transmitters_20250902_105334.csv
libya_tile_square_centroid_100_166,93.2634048461914,93.2634048461914,17,"tensor(0.6475, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_166\deployed_transmitters_20250902_105334.csv
libya_tile_square_centroid_100_167,93.47319793701172,93.47319793701172,19,"tensor(0.6748, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_167\deployed_transmitters_20250902_105334.csv
libya_tile_square_centroid_100_168,91.82736206054688,91.82736206054688,18,"tensor(0.4984, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_168\deployed_transmitters_20250902_105335.csv
libya_tile_square_centroid_100_169,91.68962097167969,91.68962097167969,16,"tensor(0.5473, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_169\deployed_transmitters_20250902_105335.csv
libya_tile_square_centroid_100_170,93.44988250732422,93.44988250732422,18,"tensor(0.4382, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_170\deployed_transmitters_20250902_105335.csv
libya_tile_square_centroid_100_171,93.28671264648438,93.28671264648438,19,"tensor(0.5727, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_171\deployed_transmitters_20250902_105335.csv
libya_tile_square_centroid_100_172,94.98224639892578,94.98224639892578,23,"tensor(0.6526, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_172\deployed_transmitters_20250902_105335.csv
libya_tile_square_centroid_100_173,91.68962097167969,91.68962097167969,19,"tensor(0.5591, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_173\deployed_transmitters_20250902_105336.csv
libya_tile_square_centroid_100_174,91.78144836425781,91.78144836425781,17,"tensor(0.5772, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_174\deployed_transmitters_20250902_105336.csv
libya_tile_square_centroid_100_175,91.94214630126953,91.94214630126953,19,"tensor(0.6174, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_175\deployed_transmitters_20250902_105336.csv
libya_tile_square_centroid_100_176,93.2634048461914,93.2634048461914,20,"tensor(0.6140, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_176\deployed_transmitters_20250902_105336.csv
libya_tile_square_centroid_100_177,93.5897445678711,93.5897445678711,21,"tensor(0.6660, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_177\deployed_transmitters_20250902_105336.csv
libya_tile_square_centroid_100_178,91.66667175292969,91.66667175292969,18,"tensor(0.6311, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_178\deployed_transmitters_20250902_105337.csv
libya_tile_square_centroid_100_179,93.31002044677734,93.31002044677734,22,"tensor(0.6285, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_179\deployed_transmitters_20250902_105337.csv
libya_tile_square_centroid_100_180,91.8503189086914,91.8503189086914,17,"tensor(0.5153, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_180\deployed_transmitters_20250902_105337.csv
libya_tile_square_centroid_100_181,93.35664367675781,93.35664367675781,20,"tensor(0.5455, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_181\deployed_transmitters_20250902_105337.csv
libya_tile_square_centroid_100_182,92.05693054199219,92.05693054199219,13,"tensor(0.5036, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_182\deployed_transmitters_20250902_105337.csv
libya_tile_square_centroid_100_183,91.66667175292969,91.66667175292969,21,"tensor(0.7324, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_183\deployed_transmitters_20250902_105337.csv
libya_tile_square_centroid_100_184,93.40325927734375,93.40325927734375,15,"tensor(0.6344, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_184\deployed_transmitters_20250902_105338.csv
libya_tile_square_centroid_100_185,91.80441284179688,91.80441284179688,19,"tensor(0.5623, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_185\deployed_transmitters_20250902_105338.csv
libya_tile_square_centroid_100_186,93.51981353759766,93.51981353759766,21,"tensor(0.7140, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_186\deployed_transmitters_20250902_105338.csv
libya_tile_square_centroid_100_187,91.89623260498047,91.89623260498047,19,"tensor(0.6449, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_187\deployed_transmitters_20250902_105338.csv
libya_tile_square_centroid_100_188,91.75849914550781,91.75849914550781,22,"tensor(0.6905, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_188\deployed_transmitters_20250902_105338.csv
libya_tile_square_centroid_100_189,91.87327575683594,91.87327575683594,22,"tensor(0.6301, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_189\deployed_transmitters_20250902_105339.csv
libya_tile_square_centroid_100_190,91.82736206054688,91.82736206054688,20,"tensor(0.6398, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_190\deployed_transmitters_20250902_105339.csv
libya_tile_square_centroid_100_191,95.00592041015625,95.00592041015625,18,"tensor(0.5864, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_191\deployed_transmitters_20250902_105339.csv
libya_tile_square_centroid_100_192,91.82736206054688,91.82736206054688,19,"tensor(0.6204, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_192\deployed_transmitters_20250902_105339.csv
libya_tile_square_centroid_100_193,93.35664367675781,93.35664367675781,19,"tensor(0.5438, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_193\deployed_transmitters_20250902_105339.csv
libya_tile_square_centroid_100_194,91.71258544921875,91.71258544921875,16,"tensor(0.4998, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_194\deployed_transmitters_20250902_105340.csv
libya_tile_square_centroid_100_195,91.96510314941406,91.96510314941406,16,"tensor(0.5071, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_195\deployed_transmitters_20250902_105340.csv
libya_tile_square_centroid_100_196,93.42657470703125,93.42657470703125,15,"tensor(0.5251, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_196\deployed_transmitters_20250902_105340.csv
libya_tile_square_centroid_100_197,91.82736206054688,91.82736206054688,17,"tensor(0.6583, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_197\deployed_transmitters_20250902_105340.csv
libya_tile_square_centroid_100_198,93.37995147705078,93.37995147705078,21,"tensor(0.6236, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_198\deployed_transmitters_20250902_105340.csv
libya_tile_square_centroid_100_199,91.66667175292969,91.66667175292969,16,"tensor(0.4833, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_199\deployed_transmitters_20250902_105340.csv
libya_tile_square_centroid_100_200,93.54312133789062,93.54312133789062,15,"tensor(0.4675, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_200\deployed_transmitters_20250902_105341.csv
libya_tile_square_centroid_100_201,93.28671264648438,93.28671264648438,18,"tensor(0.6137, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_201\deployed_transmitters_20250902_105341.csv
libya_tile_square_centroid_100_202,92.01101684570312,92.01101684570312,16,"tensor(0.4445, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_202\deployed_transmitters_20250902_105341.csv
libya_tile_square_centroid_100_203,91.75849914550781,91.75849914550781,16,"tensor(0.6093, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_203\deployed_transmitters_20250902_105341.csv
libya_tile_square_centroid_100_204,91.78144836425781,91.78144836425781,19,"tensor(0.5816, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_204\deployed_transmitters_20250902_105341.csv
libya_tile_square_centroid_100_205,92.01101684570312,92.01101684570312,20,"tensor(0.6687, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_205\deployed_transmitters_20250902_105342.csv
libya_tile_square_centroid_100_206,93.24009704589844,93.24009704589844,14,"tensor(0.4367, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_206\deployed_transmitters_20250902_105342.csv
libya_tile_square_centroid_100_207,93.56643676757812,93.56643676757812,18,"tensor(0.6277, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_207\deployed_transmitters_20250902_105342.csv
libya_tile_square_centroid_100_208,91.66667175292969,91.66667175292969,16,"tensor(0.5599, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_208\deployed_transmitters_20250902_105342.csv
libya_tile_square_centroid_100_209,93.40325927734375,93.40325927734375,23,"tensor(0.7199, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_209\deployed_transmitters_20250902_105342.csv
libya_tile_square_centroid_100_210,91.75849914550781,91.75849914550781,17,"tensor(0.5173, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_210\deployed_transmitters_20250902_105342.csv
libya_tile_square_centroid_100_211,93.49649810791016,93.49649810791016,18,"tensor(0.4454, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_211\deployed_transmitters_20250902_105343.csv
libya_tile_square_centroid_100_212,91.919189453125,91.919189453125,15,"tensor(0.4616, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_212\deployed_transmitters_20250902_105343.csv
libya_tile_square_centroid_100_213,91.80441284179688,91.80441284179688,23,"tensor(0.6538, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_213\deployed_transmitters_20250902_105343.csv
libya_tile_square_centroid_100_214,91.82736206054688,91.82736206054688,21,"tensor(0.7459, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_214\deployed_transmitters_20250902_105343.csv
libya_tile_square_centroid_100_215,91.82736206054688,91.82736206054688,20,"tensor(0.7034, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_215\deployed_transmitters_20250902_105344.csv
libya_tile_square_centroid_100_216,94.98224639892578,94.98224639892578,16,"tensor(0.4625, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_216\deployed_transmitters_20250902_105344.csv
libya_tile_square_centroid_100_217,91.82736206054688,91.82736206054688,14,"tensor(0.5285, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_217\deployed_transmitters_20250902_105344.csv
libya_tile_square_centroid_100_218,93.40325927734375,93.40325927734375,16,"tensor(0.6223, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_218\deployed_transmitters_20250902_105344.csv
libya_tile_square_centroid_100_219,91.66667175292969,91.66667175292969,15,"tensor(0.5683, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_219\deployed_transmitters_20250902_105344.csv
libya_tile_square_centroid_100_220,93.47319793701172,93.47319793701172,19,"tensor(0.5408, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_220\deployed_transmitters_20250902_105344.csv
libya_tile_square_centroid_100_221,93.2634048461914,93.2634048461914,18,"tensor(0.6659, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_221\deployed_transmitters_20250902_105345.csv
libya_tile_square_centroid_100_222,93.51981353759766,93.51981353759766,15,"tensor(0.4593, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_222\deployed_transmitters_20250902_105345.csv
libya_tile_square_centroid_100_223,91.75849914550781,91.75849914550781,16,"tensor(0.5184, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_223\deployed_transmitters_20250902_105345.csv
libya_tile_square_centroid_100_224,91.80441284179688,91.80441284179688,16,"tensor(0.4934, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_224\deployed_transmitters_20250902_105345.csv
libya_tile_square_centroid_100_225,91.89623260498047,91.89623260498047,15,"tensor(0.5389, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_225\deployed_transmitters_20250902_105345.csv
libya_tile_square_centroid_100_226,93.35664367675781,93.35664367675781,13,"tensor(0.4152, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_226\deployed_transmitters_20250902_105346.csv
libya_tile_square_centroid_100_227,93.49649810791016,93.49649810791016,18,"tensor(0.5526, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_227\deployed_transmitters_20250902_105346.csv
libya_tile_square_centroid_100_228,91.68962097167969,91.68962097167969,23,"tensor(0.6364, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_228\deployed_transmitters_20250902_105346.csv
libya_tile_square_centroid_100_229,93.40325927734375,93.40325927734375,22,"tensor(0.7033, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_229\deployed_transmitters_20250902_105346.csv
libya_tile_square_centroid_100_230,91.71258544921875,91.71258544921875,19,"tensor(0.6312, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_230\deployed_transmitters_20250902_105346.csv
libya_tile_square_centroid_100_231,95.00592041015625,95.00592041015625,17,"tensor(0.5199, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_231\deployed_transmitters_20250902_105347.csv
libya_tile_square_centroid_100_232,93.28671264648438,93.28671264648438,20,"tensor(0.5858, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_232\deployed_transmitters_20250902_105347.csv
libya_tile_square_centroid_100_233,93.40325927734375,93.40325927734375,14,"tensor(0.4859, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_233\deployed_transmitters_20250902_105347.csv
libya_tile_square_centroid_100_234,91.66667175292969,91.66667175292969,17,"tensor(0.5867, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_234\deployed_transmitters_20250902_105347.csv
libya_tile_square_centroid_100_235,91.94214630126953,91.94214630126953,19,"tensor(0.5706, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_235\deployed_transmitters_20250902_105347.csv
libya_tile_square_centroid_100_236,93.33333587646484,93.33333587646484,17,"tensor(0.6393, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_236\deployed_transmitters_20250902_105347.csv
libya_tile_square_centroid_100_237,93.44988250732422,93.44988250732422,13,"tensor(0.5886, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_237\deployed_transmitters_20250902_105348.csv
libya_tile_square_centroid_100_238,91.87327575683594,91.87327575683594,16,"tensor(0.5455, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_238\deployed_transmitters_20250902_105348.csv
libya_tile_square_centroid_100_239,91.78144836425781,91.78144836425781,19,"tensor(0.7104, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_239\deployed_transmitters_20250902_105348.csv
libya_tile_square_centroid_100_240,91.82736206054688,91.82736206054688,22,"tensor(0.6303, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_240\deployed_transmitters_20250902_105348.csv
libya_tile_square_centroid_100_241,93.35664367675781,93.35664367675781,15,"tensor(0.4334, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_241\deployed_transmitters_20250902_105348.csv
libya_tile_square_centroid_100_242,93.49649810791016,93.49649810791016,18,"tensor(0.6400, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_242\deployed_transmitters_20250902_105349.csv
libya_tile_square_centroid_100_243,91.80441284179688,91.80441284179688,17,"tensor(0.5892, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_243\deployed_transmitters_20250902_105349.csv
libya_tile_square_centroid_100_244,91.94214630126953,91.94214630126953,21,"tensor(0.7044, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_244\deployed_transmitters_20250902_105349.csv
libya_tile_square_centroid_100_245,91.64370727539062,91.64370727539062,17,"tensor(0.5763, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_245\deployed_transmitters_20250902_105349.csv
libya_tile_square_centroid_100_246,93.54312133789062,93.54312133789062,18,"tensor(0.5650, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_246\deployed_transmitters_20250902_105349.csv
libya_tile_square_centroid_100_247,93.2634048461914,93.2634048461914,24,"tensor(0.6481, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_247\deployed_transmitters_20250902_105350.csv
libya_tile_square_centroid_100_248,93.51981353759766,93.51981353759766,23,"tensor(0.6777, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_248\deployed_transmitters_20250902_105350.csv
libya_tile_square_centroid_100_249,91.66667175292969,91.66667175292969,16,"tensor(0.5188, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_249\deployed_transmitters_20250902_105350.csv
libya_tile_square_centroid_100_250,93.37995147705078,93.37995147705078,19,"tensor(0.6715, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_250\deployed_transmitters_20250902_105350.csv
libya_tile_square_centroid_100_251,91.80441284179688,91.80441284179688,18,"tensor(0.5147, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_251\deployed_transmitters_20250902_105350.csv
libya_tile_square_centroid_100_252,95.00592041015625,95.00592041015625,19,"tensor(0.5357, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_252\deployed_transmitters_20250902_105351.csv
libya_tile_square_centroid_100_253,91.80441284179688,91.80441284179688,18,"tensor(0.5916, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_253\deployed_transmitters_20250902_105351.csv
libya_tile_square_centroid_100_254,93.37995147705078,93.37995147705078,18,"tensor(0.5848, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_254\deployed_transmitters_20250902_105351.csv
libya_tile_square_centroid_100_255,91.66667175292969,91.66667175292969,17,"tensor(0.5495, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_255\deployed_transmitters_20250902_105351.csv
libya_tile_square_centroid_100_256,92.03397369384766,92.03397369384766,22,"tensor(0.5922, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_256\deployed_transmitters_20250902_105351.csv
libya_tile_square_centroid_100_257,93.28671264648438,93.28671264648438,21,"tensor(0.6571, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_257\deployed_transmitters_20250902_105351.csv
libya_tile_square_centroid_100_258,92.07988739013672,92.07988739013672,26,"tensor(0.6760, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_258\deployed_transmitters_20250902_105352.csv
libya_tile_square_centroid_100_259,91.73553466796875,91.73553466796875,22,"tensor(0.7469, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_259\deployed_transmitters_20250902_105352.csv
libya_tile_square_centroid_100_260,91.87327575683594,91.87327575683594,13,"tensor(0.4056, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_260\deployed_transmitters_20250902_105352.csv
libya_tile_square_centroid_100_261,91.82736206054688,91.82736206054688,14,"tensor(0.5251, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_261\deployed_transmitters_20250902_105352.csv
libya_tile_square_centroid_100_262,93.44988250732422,93.44988250732422,23,"tensor(0.6507, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_262\deployed_transmitters_20250902_105353.csv
libya_tile_square_centroid_100_263,93.37995147705078,93.37995147705078,22,"tensor(0.6124, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_263\deployed_transmitters_20250902_105353.csv
libya_tile_square_centroid_100_264,91.8503189086914,91.8503189086914,19,"tensor(0.7062, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_264\deployed_transmitters_20250902_105353.csv
libya_tile_square_centroid_100_265,91.78144836425781,91.78144836425781,21,"tensor(0.6486, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_265\deployed_transmitters_20250902_105353.csv
libya_tile_square_centroid_100_266,91.89623260498047,91.89623260498047,16,"tensor(0.4718, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_266\deployed_transmitters_20250902_105353.csv
libya_tile_square_centroid_100_267,93.42657470703125,93.42657470703125,19,"tensor(0.7335, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_267\deployed_transmitters_20250902_105354.csv
libya_tile_square_centroid_100_268,93.42657470703125,93.42657470703125,19,"tensor(0.5198, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_268\deployed_transmitters_20250902_105354.csv
libya_tile_square_centroid_100_269,91.82736206054688,91.82736206054688,22,"tensor(0.5465, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_269\deployed_transmitters_20250902_105354.csv
libya_tile_square_centroid_100_270,91.82736206054688,91.82736206054688,17,"tensor(0.5185, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_270\deployed_transmitters_20250902_105354.csv
libya_tile_square_centroid_100_271,91.8503189086914,91.8503189086914,18,"tensor(0.6650, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_271\deployed_transmitters_20250902_105354.csv
libya_tile_square_centroid_100_272,93.40325927734375,93.40325927734375,23,"tensor(0.6432, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_272\deployed_transmitters_20250902_105355.csv
libya_tile_square_centroid_100_273,93.44988250732422,93.44988250732422,18,"tensor(0.6934, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_273\deployed_transmitters_20250902_105355.csv
libya_tile_square_centroid_100_274,91.80441284179688,91.80441284179688,20,"tensor(0.5656, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_274\deployed_transmitters_20250902_105355.csv
libya_tile_square_centroid_100_275,91.82736206054688,91.82736206054688,21,"tensor(0.6245, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_275\deployed_transmitters_20250902_105355.csv
libya_tile_square_centroid_100_276,91.82736206054688,91.82736206054688,18,"tensor(0.5982, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_276\deployed_transmitters_20250902_105355.csv
libya_tile_square_centroid_100_277,93.44988250732422,93.44988250732422,16,"tensor(0.4927, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_277\deployed_transmitters_20250902_105356.csv
libya_tile_square_centroid_100_278,93.42657470703125,93.42657470703125,22,"tensor(0.5669, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_278\deployed_transmitters_20250902_105356.csv
libya_tile_square_centroid_100_279,91.89623260498047,91.89623260498047,18,"tensor(0.5902, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_279\deployed_transmitters_20250902_105356.csv
libya_tile_square_centroid_100_280,91.78144836425781,91.78144836425781,23,"tensor(0.7686, device='cuda:0')",polygon_data\libya_tile_square_centroid_100_280\deployed_transmitters_20250902_105356.csv
