episode,reward,entropy,kl_div,variance
0,1.4137948155403137,281.78521728515625,0.0,104.35893249511719
1,1.4321195930242538,281.78521728515625,0.0,108.94224548339844
2,1.1524107903242111,281.7852478027344,0.0,103.88288116455078
3,1.3124873489141464,281.78521728515625,0.0,103.120361328125
4,1.2806385159492493,281.78521728515625,0.0,107.73224639892578
5,1.3177734166383743,281.7852478027344,0.0,104.43184661865234
6,1.1854648739099503,281.78521728515625,0.0,100.91716003417969
7,1.246128872036934,281.78521728515625,0.0,104.26420593261719
8,1.3163995444774628,281.78521728515625,0.0,103.58109283447266
9,1.2760675549507141,281.78521728515625,0.0,105.49481201171875
10,1.2339940071105957,281.78521728515625,0.0,102.23846435546875
11,1.2051125019788742,281.78521728515625,0.0,105.74337768554688
12,1.4333965182304382,281.78521728515625,0.0,104.99981689453125
13,1.2449234873056412,281.78521728515625,0.0,107.41730499267578
14,1.3506078869104385,281.78521728515625,0.0,104.81105041503906
15,1.2020583748817444,281.78521728515625,0.0,102.2311782836914
16,1.297436311841011,281.78521728515625,0.0,103.44461822509766
