episode,reward,entropy,kl_div,variance
0,0.3349440336227416,4.967728614807129,4.491332725259583e-25,nan
1,0.7673280119895933,4.967728614807129,-6.19442376202579e-25,181.63999938964844
2,0.381760025024414,4.967728614807129,1.9157753323847784e-25,86.59333801269531
3,0.525423979759216,4.967728614807129,5.59336401428235e-25,84.67415618896484
4,0.16742796897888157,4.967729091644287,4.72466594811038e-25,105.41600036621094
5,0.8545040488243099,4.967728614807129,1.687945277164513e-25,107.28809356689453
6,-0.22764803171157855,4.967728614807129,4.6483875359181e-27,112.3739242553711
7,0.9793599843978882,4.967729091644287,5.882707840518036e-25,93.98138427734375
8,1.7490760087966915,4.967728614807129,8.051530399553634e-26,100.05581665039062
9,-0.03460794687271118,4.967728614807129,1.4810997848397417e-25,101.9744873046875
10,0.37213202714920035,4.967728614807129,3.032392166507016e-25,109.04429626464844
11,0.7627999663352965,4.967728614807129,4.1948901369530395e-25,99.0589599609375
12,0.13869602680206272,4.967728614807129,3.396551560993863e-25,108.20608520507812
13,0.5661839604377743,4.967728614807129,3.7043924498237517e-25,98.48999786376953
14,-0.00787198543548584,4.967729091644287,1.4251754631163611e-25,102.33528900146484
15,0.774015951156616,4.967729091644287,1.1644568106813003e-25,124.79654693603516
16,1.2515118956565852,4.967728614807129,4.2063010099470615e-25,105.58961486816406
17,0.34392001628875724,4.967729091644287,2.137600553742598e-25,105.49698638916016
18,0.5681800007820126,4.967728614807129,3.916546236483562e-25,108.82007598876953
