episode,reward,entropy,kl_div,variance
0,2.749918669462204,281.81793212890625,,100.38204193115234
1,2.2915630489587784,281.81793212890625,,102.70985412597656
2,2.7296887636184692,281.81793212890625,,107.26602935791016
3,2.7975181490182877,281.8179016113281,,100.3061294555664
4,2.6864149421453476,281.83001708984375,,103.29069519042969
5,2.5504242181777954,281.8343811035156,,100.6565170288086
6,2.2067980617284775,281.8359375,,103.12396240234375
7,2.5567367523908615,281.8358154296875,,104.47042846679688
8,2.5858175307512283,281.83465576171875,,102.6508560180664
9,2.7763741612434387,281.832763671875,,101.59639739990234
10,2.7488358318805695,281.830322265625,,104.13275146484375
11,2.5688409209251404,281.828125,,106.77845764160156
12,2.405827596783638,281.8270263671875,,105.4615707397461
13,2.7915376275777817,281.82672119140625,,102.62684631347656
14,2.7309758216142654,281.82763671875,,105.53910827636719
15,2.5946684181690216,281.8287353515625,,103.21442413330078
16,2.6409451067447662,281.82806396484375,,105.68180084228516
17,2.985526442527771,281.8271484375,,106.32670593261719
18,2.554484561085701,281.828369140625,,102.5942153930664
19,2.880337491631508,281.8307800292969,,103.32992553710938
20,2.8008481711149216,281.831787109375,,103.74361419677734
21,2.3962363600730896,281.8322448730469,,103.82992553710938
22,2.317099407315254,281.8329772949219,,98.35245513916016
23,2.531583473086357,281.8340148925781,,106.03804779052734
24,2.240434378385544,281.8356628417969,,101.53112030029297
25,2.440332219004631,281.83807373046875,,104.45146179199219
26,2.408299595117569,281.84185791015625,,102.63050842285156
27,2.638876751065254,281.84356689453125,,102.6495361328125
28,2.1957459449768066,281.8408203125,,103.0313491821289
29,2.4407868087291718,281.8363342285156,,102.439208984375
30,2.5331871658563614,281.83392333984375,,105.84052276611328
31,2.5945355147123337,281.8337097167969,,105.20062255859375
32,2.5745406299829483,281.83880615234375,,103.7781753540039
33,2.5798675417900085,281.84619140625,,99.633544921875
34,2.677395686507225,281.8533630371094,,103.1130599975586
35,2.419821582734585,281.8585205078125,,103.64389038085938
36,2.5368133187294006,281.86187744140625,,107.53387451171875
37,2.6490451395511627,281.865234375,,102.1385498046875
38,2.6167469769716263,281.8671875,,99.79642486572266
39,2.67056205868721,281.8682861328125,,105.09228515625
40,2.4738563299179077,281.8703918457031,,103.24298858642578
41,2.83982153236866,281.8717041015625,,105.0460205078125
42,2.703304663300514,281.87164306640625,,103.76314544677734
43,2.7571556121110916,281.8705139160156,,102.76737976074219
44,2.5792444348335266,281.8692321777344,,105.86460876464844
45,2.5993261486291885,281.8677978515625,,104.3906021118164
46,2.5734221786260605,281.8658142089844,,105.75018310546875
47,2.3405314832925797,281.8641357421875,,104.11470794677734
48,2.4658276736736298,281.86480712890625,,105.10633850097656
49,2.670179083943367,281.8663635253906,,102.82655334472656
50,2.4027939438819885,281.86810302734375,,104.08145904541016
51,2.772604987025261,281.87042236328125,,104.79608154296875
52,2.456752225756645,281.8724365234375,,106.48199462890625
53,2.6342443972826004,281.8746337890625,,103.64102935791016
54,2.7381821125745773,281.8755187988281,,102.75836944580078
55,2.53803913295269,281.8768310546875,,102.1183853149414
56,2.7937694638967514,281.88037109375,,104.00890350341797
57,2.5860268101096153,281.8826599121094,,109.17548370361328
58,2.593360885977745,281.88458251953125,,105.46559143066406
59,3.0023598223924637,281.8863525390625,,101.82296752929688
60,2.5073342621326447,281.88720703125,,103.2646713256836
