episode,reward,entropy,kl_div,variance
0,2.8277378529310226,281.7969970703125,,103.443115234375
1,2.524453788995743,281.7969970703125,,107.54969787597656
2,2.8442649245262146,281.7970275878906,,105.63773345947266
3,2.7444639652967453,281.7969970703125,,108.37580108642578
4,2.186782643198967,281.80657958984375,,106.57298278808594
5,2.629806339740753,281.81304931640625,,106.66552734375
6,2.679525390267372,281.8160400390625,,106.32655334472656
7,2.7827990353107452,281.81329345703125,,104.4218978881836
8,2.634693816304207,281.8069763183594,,104.662353515625
9,2.4918081909418106,281.79595947265625,,103.66519927978516
10,2.63924440741539,281.7791442871094,,103.48683166503906
11,2.7890657484531403,281.7593994140625,,103.83370208740234
12,2.6487490087747574,281.73822021484375,,103.24261474609375
13,2.4638613164424896,281.71392822265625,,106.03067779541016
14,2.5417470037937164,281.6880798339844,,101.58560943603516
15,2.7529013603925705,281.6647644042969,,100.49285888671875
16,2.6588970869779587,281.6457214355469,,102.25424194335938
17,2.5336571037769318,281.634765625,,102.60094451904297
18,2.448519244790077,281.6295166015625,,102.24102783203125
19,2.9165120124816895,281.62408447265625,,103.9770278930664
20,2.784882828593254,281.61236572265625,,106.59381866455078
21,2.8237440437078476,281.5978698730469,,105.83856201171875
22,2.541139245033264,281.5860595703125,,106.14295959472656
23,2.617783784866333,281.57513427734375,,105.43024444580078
24,2.752916559576988,281.5645751953125,,103.93466186523438
25,2.6269615292549133,281.5522766113281,,105.62338256835938
26,2.431573361158371,281.5406494140625,,103.37432861328125
27,2.526552975177765,281.5318603515625,,107.30452728271484
28,2.5702505707740784,281.529052734375,,103.99230194091797
29,2.856251537799835,281.5320129394531,,105.93324279785156
30,2.6386825889348984,281.531494140625,,103.79503631591797
