episode,reward,entropy,kl_div,variance
0,-1743.281536988914,4.967247009277344,0.0,107.37045288085938
1,-1873.080566443503,4.96724796295166,0.0,107.27454376220703
2,-1853.0768636986613,4.967247486114502,0.0,108.69056701660156
3,-1707.2017361149192,4.96724796295166,0.0,108.29728698730469
4,-1733.0584777593613,4.967247486114502,0.0,106.17145538330078
5,-1747.2308474257588,4.96724796295166,0.0,110.09661865234375
6,-1797.0375379770994,4.967247486114502,0.0,108.6468276977539
7,-1777.1827116310596,4.967247486114502,0.0,108.00875854492188
8,-1783.3442283645272,4.967247486114502,0.0,110.04076385498047
9,-1851.1435134410858,4.967247486114502,0.0,108.98116302490234
10,-1759.3527831211686,4.967247486114502,0.0,108.82939147949219
11,-1775.2891977727413,4.967247486114502,0.0,108.22115325927734
12,-1876.786005757749,4.967247486114502,0.0,108.07176971435547
13,-1789.1589628085494,4.967247486114502,0.0,108.28453826904297
14,-1809.1086563840508,4.967247486114502,0.0,106.9193115234375
15,-1813.156153857708,4.967247486114502,0.0,107.55374145507812
16,-1731.462205901742,4.967247486114502,0.0,108.74420928955078
17,-1816.9324561804533,4.967247486114502,0.0,108.92252349853516
18,-1813.1947136297822,4.967247486114502,0.0,107.59187316894531
19,-1762.9620782285929,4.967247486114502,0.0,109.21501922607422
20,-1777.0580946952105,4.967247486114502,0.0,108.7518310546875
21,-1808.8688709288836,4.967247486114502,0.0,109.15550231933594
22,-1733.1897340714931,4.967247486114502,0.0,108.21721649169922
23,-1804.9593968689442,4.967247486114502,0.0,107.39183807373047
24,-1787.337716653943,4.967247486114502,0.0,109.26456451416016
25,-1735.4076860323548,4.967247486114502,0.0,106.92236328125
26,-1836.9548004344106,4.967247486114502,0.0,108.64788818359375
27,-1753.2548515051603,4.967247486114502,0.0,105.96026611328125
28,-1767.0815879553556,4.967247486114502,0.0,107.2559585571289
29,-1825.1913939490914,4.967247486114502,0.0,108.68177032470703
30,-1789.1106993705034,4.967247486114502,0.0,106.75119018554688
31,-1801.0974204614758,4.967247486114502,0.0,108.25019836425781
32,-1753.0021701604128,4.967247486114502,0.0,107.29173278808594
33,-1849.0818434134126,4.967247486114502,0.0,109.0268783569336
34,-1741.0832478255033,4.967247486114502,0.0,107.79694366455078
35,-1725.32571464777,4.967247486114502,0.0,107.2789077758789
36,-1799.064095646143,4.967247486114502,0.0,107.56771087646484
37,-1757.2572774291039,4.967247486114502,0.0,107.69373321533203
38,-1753.2293153256178,4.967247486114502,0.0,107.67359924316406
39,-1852.9336054176092,4.967247486114502,0.0,107.61003875732422
40,-1819.0141722932458,4.967247486114502,0.0,109.21054077148438
41,-1705.1562815904617,4.967247486114502,0.0,107.8089599609375
42,-1821.1501529067755,4.967247486114502,0.0,109.20038604736328
43,-1733.3679771870375,4.967247486114502,0.0,108.61480712890625
44,-1829.0334521606565,4.967247486114502,0.0,110.10250091552734
45,-1781.1820731833577,4.967247486114502,0.0,108.63394927978516
