episode,reward,entropy,kl_div,variance
0,0.06941819354891776,4.968005180358887,0.0,105.55543518066406
1,-0.22148072764277482,4.968005657196045,0.0,106.3398208618164
2,0.25291142761707275,4.968005657196045,0.0,106.23355865478516
3,-0.30208339676260954,4.968005180358887,0.0,108.73709106445312
4,0.444489590525627,4.968005657196045,0.0,107.25877380371094
5,0.11781946972012503,4.968005657196045,0.0,106.59599304199219
6,0.068319941461086,4.968005657196045,0.0,106.51573181152344
7,0.17009745761752104,4.968005657196045,0.0,106.38971710205078
8,-0.05730809539556514,4.968005657196045,0.0,107.9047622680664
9,-0.06697093382477781,4.968005657196045,0.0,106.8874282836914
10,-0.36431010529398933,4.968005657196045,0.0,108.25037384033203
11,0.04433130696415877,4.968005657196045,0.0,106.60343933105469
12,-0.6587228661775589,4.968005657196045,0.0,106.39591217041016
13,0.1331157106161115,4.968005657196045,0.0,107.93460845947266
14,0.004556074514984854,4.968005657196045,0.0,107.01432037353516
15,0.2614968021214006,4.968005657196045,0.0,107.04235076904297
16,0.20191564485430702,4.968005657196045,0.0,106.4089126586914
